1	0.24692204097906748
2	0.15249673028786978
3	0.12708882490793863
4	0.1353918487826983
5	0.10852080086867015
6	0.09603909651438396
7	0.07483869294325511
8	0.04391618072986603
9	0.08302773411075275
10	0.03980696449677149
11	0.05694756036003431
12	0.06407802427808444
13	0.0458476667602857
14	0.059786126017570496
15	0.052463250855604805
16	0.043552627166112266
17	0.03984135637680689
18	0.04881474996606509
19	0.05739721283316612
20	0.035562886546055474
21	0.04130899285276731
22	0.07251830274860065
23	0.048611280818780266
24	0.04030859594543775
25	0.03614086906115214
26	0.03328679874539375
27	0.04468151554465294
28	0.03462230910857519
29	0.0529176282385985
30	0.07136223837733269
31	0.03818506685396036
32	0.0413205623626709
33	0.04744601125518481
34	0.05357933044433594
35	0.05282422279318174
36	0.042789097875356674
37	0.04120245079199473
38	0.05066420137882233
39	0.06148399909337362
40	0.03912818059325218
41	0.06339922298987706
42	0.04072541122635206
43	0.03435061126947403
44	0.03552448749542236
45	0.04540278265873591
46	0.07297563056151073
47	0.039943462858597435
48	0.04014898712436358
49	0.04849431539575259
50	0.03607869272430738
